content
好多假唱的，口型都对不上；杨幂P出电声，魏大勋会不会梦见电子羊？郭富城一把年纪又唱又跳又说咸水普通话好辛苦，在心口比个郭富城；全场印象最深的大概是华晨宇那首《七重人格》，概念挺不错，就是太喜欢秀高音；然后就是大张伟跟彭磊的尬舞，哦买尬，太尬了！
吴亦凡很🉑
优酷在线，拼多多冠名，TFboys值两星，马天宇值一星，林俊杰值两星，唯一缺点是人请的太多了，很多流量，人均一首真的太杂太赶，内容太多看完就忘，反而记不住几首，不是特别出彩。
吴亦凡现场非常稳，贰叁，大碗宽面非常好听，期待王者荣耀李白主题曲，侠客行。
比央视和其它几个台跨年晚会强太多，虽有消费流量之嫌，一晚上主持人们轮流嘴瓢，但架不住人家就是有范，舞台就是炸裂，就是能凭热度碾压。
比其他台跨年还是要好看一点的。
全程 哇，可以，酷炫，不错
三小只同台还是很感动，王一博舞蹈真的实力够硬，做自己擅长的就很好，别学隔壁的油腻健美操，跳不了别硬跳，唱不了别硬唱
非常不错啊，湖南卫视的跨年气氛是最好的！喜欢吴亦凡的表演！
很喜欢吴亦凡的舞台，贰叁和大碗宽面循环了无数遍
这唱的都什么玩意
假唱辣鸡 舞美也差
太子登基了！有了一博星星都亮了！过了五天脑子里还在无限循环他的无感………
跨年广告会
比较喜欢林俊杰那部分
Yamy今天晚上好好看！！满足了满足了
谁能想到腾格尔和火箭少女是唯二亮点？
还可以 有诚意的
商业气息太浓了吧，拼多多广告语听得我想吐
拼多多植入太疯狂了叭…… 大家都说，全场最好听的是韩红最后的祖国！只有这首歌极度舒适。🙊 吴亦凡的贰叁和大碗宽面。都是融入了中国风元素。旋律怪怪的。有点一锅乱炖的感觉……（准备仔细听听这两首） 干干净净唱歌的吴亦凡还是令我一亮的 之前一头炸炸白毛一脸老子我最帅的时候真的是受不了……
一般到晚会才会看到选秀团表演，火箭少女是看一次更喜欢一次～三小只的歌第一次认真看歌词，平日习惯了揶揄他们，哈哈其实成长中的状态还蛮动人，新娱乐时代我们追捧什么，歌手给人的感动好像排到很后面以后了。只有我们老家伙还会为温拿五虎感动吧，芒果给这两个组合搞合作还满人文的。讲实话最感触的居然是《给力青春》，我居然共振到了我的学生时代嘻嘻哈哈每周还能去长沙看快男快女的时候，一直是娱乐至死的人！那时候一切都是冲冲冲想做什么做什么。看到牛桃都是自作词曲突然觉得什么也挺好的。主持人的妆发确实不错。没有灯牌确实很舒服。明年争取不要一个人跨年了。起码可以回到朋友们的队伍里。跨年也不要姨妈痛害怕寒冷了。不知道为什么说着说着就在豆瓣词条里说新年感言哈哈哈不管了反正确实情感都寄托在豆瓣。跨年啦！
只是为了看吴亦凡和易烊千玺
贰叁是真的不错呦，大碗宽面听的我很嗨，颜值与实力齐飞
31号那天四个台(湖南，江苏，东方，浙江)轮换着看的，江苏的最好看，还是真唱，在湖南台看杨幂腾格尔的野狼disco，尬的一批，还还好有新裤子的你要跳舞吗，东方台请了一堆流量，low的一笔。浙江台看的程潇，而且请不到人，请李玉刚凤凰传奇。。
流量和收视率，还得看湖南卫视。
因为比之前进步太多，所以来打分了。
铜臭味儿严重，历届最差有疑问吗？
我可能会忘记杨紫的仙女坐，忘记杨幂和腾格尔，但我永远都忘不掉王一博在舞台上那场炸裂全场的无感，惊艳了舞台，惊艳了时光。至今看一次燃一次，不愧是你，舞台王者。
溜粉可耻，假唱可耻！
在糟糕到不行的舞美设计下，大部分舞台说是全靠歌手撑起来也不为过。特别是温拿乐队的五位老前辈，全靠他们自己本身撑起舞台。而我听到耳熟能详，但不知道歌名的旋律，是我在该拼盘演唱会收获的最大惊喜。吴亦凡的古风连唱，要比在《新说唱》的舞台进步太多。王一博的舞台一点也不差，如果我在现场会比在屏幕上更能感受到他的热情。林俊杰将《曹操》重新编曲以后，再加上嘉尔的Rap，很完美好吗！尤其嘉尔顺手拨开摄影机那一下，简直帅得不行！但在后面的《爱予故事》的三首联唱中，林俊杰没有呈现出最好的状态。可能长期的巡演导致状态不佳吧。另外主持人废话太多，有一些演员真的没必要表演歌曲，还不如来个能凸显演员魅力的节目。
吴亦凡的现场不错
一星给林俊杰，唱的太棒了
一堆流量明星
随便打开一个视频就是歌词无内涵的dj神曲 惊觉现在的观众屎也可以吃了 究竟是大众审美就是这么低还是故意在蔑视观众呢
露天场地大型的活动，总是感觉现场很乱主持很吵，但今年舞台很美。湖南卫视跨年谢绝灯牌的行动真的很棒，给每一位出场的演员一个公平温暖的表演环境，也是给每一位观众一份优良的观看体验，“掌声更温暖”。千玺也好棒！
舞美超赞，15年来最佳！
woo~~~woo~~~就保持无感
何必呢 毫无特色的浪费钱
完全就是广告大会，请明星也就为了底下粉丝的尖叫声而已，舞台是厉害怎么不说那是花花演唱会之后再利用的呢。为了看花花，还欺负我家大哥，一句介绍都没有，三首歌唱完就开始推销你家歌手？就别说最近逼花花上歌手的事了
王嘉尔🔥
有花花和JJ撑场面，已经是正经卫视里面最好的了，还有多位当红流量偶像，相信拿下了不错的收视率，多方面水准都不错，但各种带货也是几个卫视里面最严重的，总体可以，但也只是可以。 20200103
媳妇一定要看掏粪男孩…
没看直播，隔天说收视率最高加上谢娜又上热搜补看的。晚会现场设在了海口，灯光舞美没得说，只是这主持人阵容太多了吧，像我这种脸盲的有两三个女主持傻傻分不清楚。请到的明星挺多，每人两三首歌曲联唱，基本都是些热歌。腾大爷和杨幂唱《野狼DISCO》，郭富城和温拿五虎算是老派，韩红压轴，其他基本就是些流量明星了。
比浙江台好多了。
还行
易烊千玺。
今年的跨年舞台真的比前几年的进步非常大，整个舞美、灯光、妆发、流程都比前几年有进步，就是今年发布会时候吹牛吹大了，结果的阵容不是很满意一般般了，但是整个舞美和流程还是不错的，值得鼓励。
三小只长大了。
最低分送给芒果台土爆的舞美。求求林俊杰回江苏卫视跨年！
#球cut# 除了说🥭是亲妈我还能说啥呢 漫天飞舞的彩纸片 小张坐在火烈鸟上被风吹乱刘海 新年开开心心🥳✺◟😄◞✺🎉🎊撒花🌸 可惜最后我还是没逃过大裤子尬舞 太尴尬了哈哈哈哈哈哈哈 别问 问就不是我们家编的舞 可谓是2020第一笑了哈哈哈哈哈哈
没了粉丝灯牌的现场确实更好看了。其实跨年就是图个热闹，要论嘉宾，确实更喜欢江苏的，但芒果台的主持阵容和气氛根本没有能比得过的。而且想吐槽的是江苏舞美几乎每年都差不多，一开始感觉挺不错的，连着看了三年真的腻了，而且太冷清真的没啥氛围。
华晨宇，王一博
跨年标记！
虽然是开山鼻祖，但是如今被江苏卫视吊打，最恶心的就是贴吧里那一群井底之蛙，别人收视高就是偷的，自己高才是理所应当。
温拿和行走的CD
请的一群什么垃圾
杨幂和腾格尔唱的野狼差点没把我吓死……
拼多多与假唱晚会
被拼多多广告牌遮盖的巨大的人脸
有新裤子~王一博 笔芯
以前湖南台一家独大没办法，现在坠落了。流量被东方浙江江苏分流，品质被江苏吊打
「老天爺到底對騰格爾做了什麼？」
两星给林俊杰
假唱一如既往，王一博tf加分，少了zjws收视第一稳了
齐豫，林俊杰，温拿乐队吧。其他的，基本上都不知道。
本来为了林俊杰来看一下直播，一进来就看到谢娜那尴尬到原地爆炸的主持
这一届晚会做的，如同湖南卫视的节目大串烧
每年都是天天队和快乐队，不腻么。
难听。
花花！花花！花花！
何老师！
大背头BB机舞池里的007~杨幂的野狼disco太上头了
总体来说还可以
四字弟弟唱功进步好多！！！
不错，比去年强多了
第一次完整看完一次跨年演唱会居然是第一次在美国跨年的时候。华晨宇全场最佳。
除了流量，基本只有林俊杰可以看了，不过可以看出流量的现场是多么差，真的和录音室的感觉差了太多了，舞美唯一的星吧！
Love wakes me💚
习近平新年贺词不比这个好看吗？ 自从EXO不参加以后，我就越来越吐槽他们！
这流量看的让我以为我已经跟不上时代了……
新裤子和大张伟的合唱太尬了……
千玺真的太可了…其他真的很水～和去年一样，诚意和江苏没得比，水货热搜，花花不错20200101@ YC
等了4个多小时等到零点过后就给我看这舞台？
现在的舞台和舞美都很牛，大量的改歌，只重节奏看来是缘于歌曲荒、创作荒，也是流量明星所不具备的，果然这种看热闹的场面戏还是没有太多有价值的东西，流量时代各有千秋
还行吧
湖南祖传的会搞气氛，今年舞美也意外的好。可惜全毁在一众不会唱歌的流量上，叫什么演唱会，叫粉丝见面会好了。要是能请来江苏跨年的歌手们，就是五星！
观众席滤镜on：大型圈粉现场阿伟反复去世
一开始都是假唱啊。风格也真的是… 终于见到了传说中的王一博，还挺高高瘦瘦的，但是感觉好疲惫啊，还是要注意休息吧，头部流量太辛苦了
除了华晨宇和林俊杰，没有好好唱歌的
兴冲冲赶来看小爱豆们，结果——太难听了！
讨厌谢娜
两星给一博、大张伟新裤子、张翰马天宇
有点乱
看的时候就是：他是谁，他不是刚上场过吗，他怎么火起来的...
踩水，骑摩托车真的笑了
节目质量还可以，能挑得出来的舞台其实还挺多，比如林俊杰，王一博，华晨宇，吴亦凡etc，但是总的来说并不算得上是好看的跨年晚会
假唱+流量>实力歌手，糟糕的舞美和镜头，我好累，只要收视你们做到了。
安全措施没做好，骚操作过多，要不是……我才不会看😤
烂片规律，快乐家族。
主持各种嘴瓢 小吴太丑 tfboys唱歌都不行 温拿五虎冲啊
最嗨的跨年演唱会！
直播只看过片段，网络实在太卡了，幸运的是恰好看到了喜欢的人出场，王一博的舞蹈还是那么燃，这次的舞台效果也是最好的，就是镜头转换太快，可能是为了配合歌曲节奏，很少脸部特写，其实还是想静静得欣赏美颜的。湖南台的所有主持人我都认识，别的台就只认识一两个，这次请的嘉宾很多都是大咖级别，就是湖南台每次搞晚会总是弄得太喧闹，整场看下来的话会让人觉得很吵，其实就跟湖南人的性格一样，太浮躁了。
废话太多，广告太多
毫无亮点
"🎊除了顶流,我们一无所有🎉"
情感上很想给5星，但是确实很多不足，扣一星。 招商吹上天，宣发节奏太烂，导致观众情感上落差大。 直播节奏把控太差，前年就砍过节目，今年还是控不好节奏，幸好海口不管时长让你唱到1点，否则宣了的嘉宾(还是流量)没上台看粉丝不把你撕烂。 舞美历代顶尖水准，但是舞台道具掉了是什么鬼啊，今年这么卖力植入拼多多不像是缺钱的样子啊。 导播比去年稳，起码抓得住C了，仍需努力。 气氛满分，户外的场子收音效果差一些，但是考虑到海口不管时长，所以这个场子以后接着用也没毛病。
传统优势仍在，快乐家族的默契确实很明显高过刚组的天天兄弟，芒果四小花发挥很稳，值得力捧；节目的定制化程度比较好，比去年强；舞美比去年炫酷，但同时也暴露一个问题，一个追求酷炫的舞台要怎么和今年特意拒绝灯牌的纯净观众席配合？炫酷和美并不那么容易共存，我觉得今年舞美确实脱离了丑，但离和谐与美还有距离。除此之外，准备时间还是太短，节目过场的主持不完美，临场发挥过多。另外节目设置也是，无流量也无实力的嘉宾太多，9-10点（大概）一堆新人的节目真的太无聊了，以后少塞点关系户吧。齐豫姐姐居然只安排一首歌，相比TF三个个人表演其实并没有必要，也并不会增加收视率。
给林俊杰，王俊凯
郭富城呀
湖南台的舞台一直没让我失望过，虽然我一向看不完跨年演唱会，但2018和2019年的跨年我完整的看完了，我觉得今年最大的亮点是王一博的舞台，他自己的单曲配上他的舞蹈，燃炸了舞台，还有其他歌手也很棒，今年的跨年演唱会好棒！
主持人为了广告哔哔哔哔个没完，节奏无限被拉长，进行得又累又缓。
听听歌也还是可以的
整体还可以，但是莫名有种电音节的感觉
一星林俊杰，一星齐豫，一星舞美
因为丑紫扣一颗，流量＞质量扣一颗，那个糊团火箭少女101扣一颗，哭逼划水杨超越扣一颗，和朋友一起看的，结果看了几分钟实在看不下去了
jj回江苏唱吧，大张伟能不能不要来了
感觉就是拼多多卖货会，广告串场词太多了，喧宾夺主。另外真是辛苦郭富城了，看着真心酸
一博真帅。。。
火箭少女101
真的是财大气粗，运镜真的太差了，大牌是真的多，可惜了
舞台效果真的很震撼哇⊙ω⊙
好看极了，灯光舞台漂亮！
舞美可以！
开场的杨紫，是闪闪发光的少女啊，刘宇宁也越来越自信从容
真不是我说，观众的眼睛雪亮的！
王一博的《无感》唱跳特别惊艳我，来回看了非常多遍，感谢湖南卫视给我留下一个难忘的跨年。
舞美比去年有进步
还是很开心的看完了！真好！希望喜欢的人越来越好！
三小只我哭了QAQ 梅溪湖女孩好骄傲！
为什么炒70%的时间都在切远景…？？
看见谢娜，换台，过一会儿切回来，怎么还是谢娜！
各大卫视大同小异，浏览器开了好几个切着看都觉得无聊。推荐大家去看哔哩哔哩的晚会
吹爆王一博！
花花slay！
这都有词条？？？要不是为了看孟美岐 我是一秒都不想停留在芒果台 一看到谢娜就反胃 困扰了我十几年的谜题仍然没有解开 为什么谢娜这种人都可以当主持人？？？（继续疑惑中）
又臭又长，广告词中间穿插表演
也就湖南台能让三小只合体了吧，不过等到最后也是挺惨，要等着么久，另外王一博真是帅啊
吴亦凡进步真的挺大，王一博的舞台真的帅呆了
高了
快瞎了
慢半拍的一个我，现在来看跨年晚会~😅
成了习惯，就喜欢这种热闹
欢迎收看大型假唱跨年综艺《天天大本营》！
实力演唱太少
易烊千玺真的不一样了。我得爱他一辈子才行。
欣慰的眼神看了500遍张钰琪妹妹《龙的传人》。
明星聚集的跨年演唱会，湖南卫视的明星最多。。。。
大型广告现场。
为什么评分这么低
流量当道，质量让步
请的流量太多了，总体感觉太闹腾了，两星送给吴亦凡和林俊杰！
疫情宅家没事干～～
其他的不说，王一博那段我真的可以！
芒果台的跨年晚会气氛还是第一的，闹腾得好。
七皇内心五颗星
拼多多
2星，至少假唱让我不爽，温拿五虎还算不错，杨宗纬林俊杰韩红还是挺喜欢的歌手，太晚了也没等到他们出场，湖南台老套路又是两个阵营的主持嘉宾，总体不如江苏卫视！
丙真的瘦了 向丙学习
湖南台的跨年就是粉丝聚集地，喜欢闹腾的估计还可以，突然不喜欢闹腾了，就只能等华晨宇张碧晨了，林俊杰牛！！！
土豪嗨
整体太嘈杂了，可能我年纪大了，不喜欢这么吵的感觉
土嗨土嗨的，确实芒果的跨年主持阵容和气氛每年都是最好的，但舞美和选歌和阵容就不多说了，不是不喜欢芒果了，可能是我老了
为了炫耀今年的舞美，镜头乱切。然并卵，事实上舞美灯光并没有太好看，反而有时候还有点土。
易烊千玺牛逼！
五星给维嘉，不过他越来越不受重视了。是要把仝卓弄到快乐家族里吗，一直有他。高天鹤好像变样了，王一博除了开场和唱歌就没见到他。杨幂腾格尔不适合那个歌。华晨宇感觉人蛮好的，就是他的歌的风格实在喜欢不上。喜欢温拿五虎，还有tfboys的合体部分也不错
还可以，挺好看，氛围满分
羡慕现场的人，四舍五入看了一场林俊杰演唱会，三小只也不错，第一首歌还挺好听。
没看，就是看不惯吵吵闹闹一大批傻逼主持人，尤其是谢疯婆子
我的嘛耶，三星肯定真唱，毕竟车祸现场连环飘啊！都唱的啥玩意儿啊！
又是一年热热闹闹地跨了年。希望下次再搞这么多团来的时候可以有交换/合作舞台，真的会让人更有期待！
有泻娜？负分滚粗
"温拿 JJ,郭天王很卖力，其它差强人意"
无聊到爆
林俊杰行走CD，演唱会既视感。吴宣仪镜头不足，场控最佳，但是舞美依旧廉价。王一博、tf、华晨宇不错。
四星给华晨宇，太让人惊艳了，他的歌词、他的唱腔，华丽婉转诡谲又不屈，我总是看见天地间立着的一个少年，脆弱易折却又倔强地梗着脖子。吴亦凡声音好听，但应该是假唱。
王一博水中跳舞很飒啊
灯光舞美炸裂 华晨宇炸裂
大裤子！
不得不说，王一博的表演太绝了，从来没让人失望过
糊团没人权之一个开场一个花车游行一个零点之后，太惨了太惨了。
这场晚会，只记住了无感的惊艳！
合体越来越难了😢
